League,Team,Season,KEY,Player,Position,Appearances,Goals,Started,Started As A Sub,Came On,Taken Off,Own Goals,Type Of Goal,First Half,Second Half,First Scorer,Last Scorer,Home,Away,Right Foot,Left Foot,Header,Other Method,Open Play,Cross,Free Kick,Direct Free Kick,Throw In,Penalty,Corner,Other Type Of Play,Minutes played,Min/goal,Assists,% Assists,Leading Recipient,Recipient Goals,CS,% Clean Sheets,Hat Tricks,Yellow Cards,Yellow - First Half,Yellow - Second Half,Yellow - Home,Yellow - Away,Yelow - Minutes Played,Minutes per Yellow Cards,Sent Off,Straight Red Card,Two Yellow Cards,Red - First Half,Red - Second Half,Red - Home,Red - Away,Red - Minutes Played,Minutes per Red Cards
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Mark Noble,Midfielder,29,4,28,5,1,5,0,Player,3,1,2,2,1,3,4,-,-,-,1,-,1,-,-,2,-,-,,,,,,,,,,6,2,4,2,4,2404,400.67,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Javier Hernandez,Forward,28,8,16,15,12,7,0,Player,4,4,2,2,3,5,5,1,2,-,6,1,-,-,-,-,1,-,1544,193,,,,,,,,3,2,1,2,1,1544,514.67,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Manuel Lanzini,Midfielder,27,5,23,4,4,9,0,Player,1,4,1,2,3,2,4,1,-,-,4,1,-,-,-,-,-,-,,,,,,,,,,4,2,2,4,-,2047,511.75,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Arthur Masuaku,Defender,27,0,21,11,6,8,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,5,3,3,1872,312,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Declan Rice,Defender,26,0,15,21,11,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,-,1,1422,1422,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Pedro Obiang,Midfielder,21,2,18,7,3,3,0,Player,-,2,2,-,1,1,1,1,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,3,1,2,1,2,1594,531.33,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Michail Antonio,Midfielder,21,3,16,5,5,8,0,Player,1,2,1,1,-,3,3,-,-,-,2,-,-,1,-,-,-,-,,,,,,,,,,1,-,1,-,1,1356,1356,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Joe Hart,Goalkeeper,19,0,19,16,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,4,0.2105,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Adrian,Goalkeeper,19,0,19,19,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,6,0.3158,,2,-,2,1,1,1710,855,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Winston Reid,Defender,17,0,17,3,0,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-,5,4,1,1454,290.8,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Andy Carroll,Forward,15,3,7,14,8,3,0,Player,-,3,-,2,3,-,1,1,1,-,2,1,-,-,-,-,-,-,,,,,,,,,,6,2,4,3,3,715,119.17,1,-,1,1,-,-,1,715,715
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Edimilson Fernandes,Midfielder,14,0,9,10,5,6,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,846,846,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Diafra Sakho,Forward,14,2,0,18,14,0,0,Player,-,2,1,2,1,1,2,-,-,-,1,1,-,-,-,-,-,-,,,,,,,,,,2,-,2,1,1,292,146,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Joao Mario,Midfielder,13,2,12,2,1,6,0,Player,2,-,2,-,1,1,2,-,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,James Collins,Defender,13,1,12,4,1,1,0,Player,1,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,3,2,1,1,2,1050,350,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Jose Fonte,Defender,8,0,8,5,0,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Patrice Evra,Defender,5,0,3,9,2,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Sam Byram,Defender,5,0,2,10,3,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,246,246,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Jordan Hugill,Forward,3,0,0,12,3,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Josh Cullen,Midfielder,2,0,0,14,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Reece Oxford,Midfielder,1,0,0,1,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Marcus Browne,Midfielder,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Toni Martinez,Forward,0,0,0,6,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Domingos Quina,Midfielder,0,0,0,8,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Nathan Trott,Goalkeeper,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Reece Burke,Defender,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Sead Haksabanovic,Midfielder,0,0,0,6,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Josh Pask,Defender,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Grady Diangana,Midfielder,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Ben Johnson,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Ham United,2017/18,Premier League|West Ham United|2017/18,Moses Makasi,Midfielder,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,,,,42,,,,,,Team,,,,,,,,,,,28,3,-,1,1,3,6,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Richarlison,Forward,38,5,32,6,6,10,0,Player,-,5,2,3,1,4,2,2,1,-,4,-,-,1,-,-,-,-,,,,,,,,,,4,1,3,3,1,2829,707.25,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Abdoulaye Doucoure,Midfielder,37,7,37,0,0,1,0,Player,4,3,1,1,4,3,5,1,-,1,6,-,-,-,1,-,-,-,,,,,,,,,,10,5,5,8,2,3325,332.5,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Roberto Pereyra,Midfielder,32,5,18,14,14,12,0,Player,1,4,2,1,4,1,5,-,-,-,5,-,-,-,-,-,-,-,,,,,,,,,,3,1,2,-,3,1615,538.33,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Andre Gray,Forward,31,5,16,22,15,12,0,Player,2,3,1,2,2,3,3,-,2,-,3,2,-,-,-,-,-,-,,,,,,,,,,1,-,1,-,1,1494,1494,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Troy Deeney,Forward,29,5,20,10,9,6,0,Player,1,4,3,2,5,-,5,-,-,-,2,-,-,-,-,3,-,-,,,,,,,,,,1,-,1,1,-,1842,1842,1,1,-,1,-,1,-,1956,1956
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Christian Kabasele,Defender,28,2,27,2,1,3,1,Player,1,1,1,-,1,1,-,-,2,-,-,-,-,-,-,-,2,-,,,,,,,,,,5,2,3,4,1,2332,466.4,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Jose Holebas,Defender,28,0,26,6,2,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,3,4,2382,340.29,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Adrian Mariappa,Defender,28,0,24,9,4,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,3,1,2209,552.25,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Andre Carrillo,Midfielder,28,1,16,15,12,8,0,Player,1,-,1,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-,,,,,,,,,,2,1,1,2,-,1536,768,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Heurelho Gomes,Goalkeeper,24,0,24,9,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,5,0.2083,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Tom Cleverley,Midfielder,23,1,22,1,1,4,0,Player,-,1,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,3,1,2,1,2,1909,636.33,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Daryl Janmaat,Defender,23,3,21,14,2,4,0,Player,1,2,1,1,1,2,1,1,1,-,2,1,-,-,-,-,-,-,,,,,,,,,,2,1,1,1,1,1822,911,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Kiko Femenia,Midfielder,23,1,19,5,4,6,0,Player,1,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,2,-,2,1,1,1715,857.5,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Etienne Capoue,Midfielder,23,1,18,18,5,5,0,Player,-,1,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,3,2,1,2,1,1542,514,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Sebastian Prodl,Defender,21,0,17,10,4,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-,5,3,2,1568,313.6,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Orestis Karnezis,Goalkeeper,15,0,14,19,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,4,0.2857,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Will Hughes,Midfielder,15,2,11,6,4,9,0,Player,2,-,2,-,1,1,-,2,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Stefano Okaka,Forward,15,1,3,15,12,3,0,Player,1,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,2,-,2,2,-,444,222,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Marvin Zeegelaar,Midfielder,12,0,12,5,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,3,1,995,248.75,1,1,-,1,-,-,1,1097,1097
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Miguel Britos,Defender,12,1,10,9,2,2,0,Player,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,3,2,1,1,2,797,265.67,1,1,-,1,-,1,-,929,929
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Ben Watson,Midfielder,8,0,6,15,2,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,1,-,462,462,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Gerard Deulofeu,Midfielder,7,1,5,2,2,5,0,Player,-,1,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Craig Cathcart,Defender,7,0,5,4,2,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,495,495,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Molla Wague,Defender,6,1,5,8,1,2,0,Player,1,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Nathaniel Chalobah,Defender,6,0,5,1,1,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,448,448,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Jerome Sinclair,Forward,4,0,0,13,4,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Nordin Amrabat,Forward,3,0,3,0,0,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Younes Kaboul,Defender,2,0,2,0,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Dodi Lukebakio,Midfielder,1,0,0,5,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Michael Folivi,Forward,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Isaac Success,Forward,0,0,0,6,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Costel Pantilimon,Goalkeeper,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Joy Mukena,Defender,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Carl Stewart,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Didier Ibrahim N'Dong,Midfielder,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Watford,2017/18,Premier League|Watford|2017/18,Daniel Bachmann,Goalkeeper,0,0,0,7,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,,,,33,,,,,,Team,,,,,,,,,,,15,8,2,-,-,5,3,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Lewis Dunk,Defender,38,1,38,0,0,0,4,Player,1,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,7,2,5,5,2,3420,488.57,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Matthew Ryan,Goalkeeper,38,0,38,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,10,0.2632,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Pascal Gross,Midfielder,38,7,35,3,3,24,0,Player,2,5,3,4,7,-,5,1,1,-,4,2,-,-,-,1,-,-,,,8,24,Glenn Murray,4,,,,2,1,1,1,1,2949,1474.5,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Shane Duffy,Defender,37,0,37,0,0,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,6,5,3,3294,411.75,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Dale Stephens,Midfielder,36,0,36,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,4,3,3,3240,540,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Solomon March,Midfielder,36,1,18,20,18,8,0,Player,-,1,1,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,,,,,,,,,,3,-,3,2,1,1843,614.33,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Davy Propper,Midfielder,35,0,35,0,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,2,-,3120,1560,1,1,-,-,1,1,-,3152,3152
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Glenn Murray,Forward,35,12,25,11,10,15,0,Player,7,5,5,3,7,5,7,2,3,-,3,3,1,-,-,4,1,-,2197,183,,,,,,,,9,1,8,7,2,2197,244.11,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Anthony Knockaert,Midfielder,33,3,27,7,6,10,0,Player,1,2,2,-,3,-,1,2,-,-,3,-,-,-,-,-,-,-,,,,,,,,,,4,2,2,2,2,2423,605.75,1,1,-,-,1,-,1,2443,2443
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Jose Izquierdo,Forward,32,5,23,12,9,12,0,Player,3,2,1,2,2,3,5,-,-,-,4,-,-,-,-,-,1,-,,,,,,,,,,2,-,2,2,-,1987,993.5,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Gaetan Bong,Defender,25,0,25,2,0,2,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,2,-,2238,1119,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Bruno Saltor,Defender,25,0,23,12,2,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,1,2018,672.67,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Ezequiel Schelotto,Midfielder,20,0,15,19,5,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,1,1316,438.67,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Biram Kayal,Midfielder,19,0,8,18,11,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,1,1,739,369.5,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Tomer Hemed,Forward,16,2,9,13,7,6,0,Player,-,2,1,1,2,-,1,-,1,-,-,1,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Markus Suttner,Defender,14,0,13,9,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Leonardo Ulloa,Forward,14,1,2,19,12,2,0,Player,1,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Isaiah Brown,Midfielder,13,0,4,11,9,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Jurgen Locadia,Forward,6,1,3,9,3,3,0,Player,-,1,-,1,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Jamie Murphy,Forward,4,0,1,5,3,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Connor Goldson,Defender,3,0,2,29,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,199,199,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Liam Rosenior,Defender,3,0,1,7,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Sam Baldock,Forward,2,0,0,12,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Uwe Hunemeier,Defender,1,0,0,10,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Nikki Maenpaa,Goalkeeper,0,0,0,5,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Tim Krul,Goalkeeper,0,0,0,33,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Steve Sidwell,Midfielder,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Jayson Molumby,Midfielder,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Brighton & Hove Albion,2017/18,Premier League|Brighton & Hove Albion|2017/18,Jiri Skalak,Forward,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,,,,26,,,,,,Team,,,,,,,,,,,16,6,1,-,-,2,1,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Mathias Jorgensen,Defender,38,0,38,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,2,4,2,3420,570,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Jonas Lossl,Goalkeeper,38,0,38,0,0,0,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,10,0.2632,,1,-,1,-,1,3420,3420,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Christopher Schindler,Defender,37,0,37,0,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,3,5,2,3266,466.57,1,-,1,-,1,1,-,3266,3266
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Aaron Mooy,Midfielder,36,4,34,2,2,5,0,Player,2,2,2,2,2,2,2,2,-,-,2,1,-,-,-,1,-,-,,,,,,,,,,4,1,3,2,2,3070,767.5,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Thomas Ince,Midfielder,33,2,27,9,6,10,0,Player,1,1,2,1,2,-,-,2,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Rajiv Van La Parra,Midfielder,33,3,26,8,7,15,0,Player,1,2,2,2,2,1,3,-,-,-,1,1,-,-,-,1,-,-,,,,,,,,,,2,-,2,-,2,2145,1072.5,1,1,-,-,1,1,-,2145,2145
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Laurent Depoitre,Forward,31,6,18,17,13,3,0,Player,1,5,2,2,3,3,3,1,2,-,4,2,-,-,-,-,-,-,1790,298,,,,,,,,1,-,1,-,1,1790,1790,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Jonathon Hogg,Forward,30,0,29,3,1,11,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,5,3,6,2407,267.44,1,-,1,-,1,-,1,2407,2407
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Steve Mounie,Forward,28,8,21,13,7,8,0,Player,5,3,3,3,4,4,2,2,3,1,4,2,1,-,-,-,1,-,1863,233,,,,,,,,2,-,2,1,1,1863,931.5,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Collin Quaner,Forward,26,0,13,18,13,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,3,1,2,1314,438,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Tommy Smith,Defender,24,0,21,15,3,6,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,2,2,5,1907,272.43,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Florent Hadergjonaj,Defender,23,0,19,14,4,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,2,1673,557.67,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Chris Lowe,Defender,23,0,19,12,4,9,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,1592,1592,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Scott Malone,Defender,22,0,12,22,10,6,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,2,1116,372,,,,,,,,,
