Player Name,Accurate Long Balls,Aerial Battles Lost,Aerial Battles Won,Appearances,Assists,Attack,Big Chances Created,Big Chances Missed,Blocked Shots,Catches,Clean Sheets,Clearances,Clearances Off Line,Club,Cross Accuracy %,Crosses,Defence,Discipline,Duels Lost,Duels Won,Errors Leading To Goal,Fouls,Goal Kicks,Goalkeeping,Goals,Goals Conceded,Goals From Freekick,Goals Per Match,Goals With Header,Goals With Left Foot,Goals With Right Foot,Headed Clearance,High Claims,Hit Woodwork,Interceptions,Last Man Tackles,Losses,Offsides,Own Goals,Passes,Passes Per Match,Penalties Saved,Penalties Scored,Position,Punches,Recoveries,Red Cards,Saves,Shooting Accuracy %,Shots,Shots On Target,Successful 50/50s,Sweeper Clearances,Tackle Success %,Tackles,Team Play,Through Balls,Throw Outs,Wins,Yellow Cards
Antonio Rüdiger,18,7,10,4,1,,0,0,1,0,1,18,0,Chelsea,0,0,,,14,18,0,4,,0,0,5,0,0,0,0,0,11,0,0,5,0,1,0,0,232,58,0,0,Defender,0,17,0,0,,0,0,0,0,67,3,,0,0,3,2
Abdelhamid Sabiri,0,7,5,2,1,,0,0,2,0,0,2,0,Huddersfield Town,1,1,,,11,6,0,1,,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,45,22.5,0,0,Midfielder,0,4,0,0,2,2,0,0,0,100,1,,0,0,0,0
Henri Saivet,4,6,1,4,0,,0,0,0,0,0,2,0,Newcastle United,0,0,,,16,16,0,1,,0,0,0,0,4,0,0,0,0,0,0,5,0,2,0,0,82,20.5,0,0,Midfielder,0,20,0,0,0,0,0,1,0,69,13,,0,0,2,0
Mamadou Sakho,163,133,187,64,0,,0,0,3,0,17,415,3,Crystal Palace,33,6,,,212,330,1,28,,0,2,82,0,0,1,1,0,273,0,2,106,4,18,1,0,3299,51.55,0,0,Defender,0,445,0,0,,0,0,30,0,76,90,,1,0,32,2
Bakary Sako,17,20,12,28,1,,5,3,13,0,0,7,0,Crystal Palace,18,93,,,103,77,0,15,,0,2,0,0,0.07,0,1,1,2,0,1,14,0,16,9,0,384,13.71,0,0,Midfielder,0,79,0,0,42,38,16,22,0,88,26,,0,0,8,1
Mohamed Salah,,0,0,18,2,,1,7,5,0,0,3,0,Liverpool,,19,,,,,0,9,,0,5,0,0,0.28,0,5,0,2,0,1,7,0,4,6,0,351,19.5,0,0,Forward,0,,0,0,48,42,20,0,0,,10,,0,0,10,1
Alexis Sánchez,,0,0,106,22,,37,26,123,0,0,16,0,Arsenal,,278,,,,,0,126,,0,53,0,5,0.5,7,5,41,7,0,11,89,0,22,50,0,4600,43.4,0,2,Forward,0,,0,0,38,360,137,0,0,,171,,0,0,59,11
Jadon Sancho,0,0,0,0,0,,0,0,0,0,0,0,0,Borussia Dortmund,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Leroy Sané,9,20,21,31,3,,8,6,6,0,0,6,0,Manchester City,17,59,,,144,133,0,18,,0,7,0,0,0.23,0,7,0,3,0,2,18,0,3,12,0,751,24.23,0,0,Midfielder,0,120,0,0,43,37,16,54,0,62,37,,1,0,19,4
Sean Scannell,,0,0,0,0,,0,0,0,0,0,0,0,Burton Albion,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
Ezequiel Schelotto,0,0,0,0,0,,0,0,0,0,0,0,0,Brighton and Hove Albion,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Christopher Schindler,20,14,26,5,0,,1,0,1,0,3,45,0,Huddersfield Town,1,1,,,28,48,0,9,,0,0,3,0,0,0,0,0,31,0,0,6,0,1,0,0,202,40.4,0,0,Defender,0,16,0,0,,0,0,0,0,88,16,,0,0,2,1
Jeffrey Schlupp,115,123,94,78,4,,5,3,23,0,0,134,0,Crystal Palace,19,144,,,410,461,1,47,,0,4,0,0,0.05,0,3,1,70,0,0,119,0,29,1,0,1619,20.76,0,0,Defender,0,344,0,0,20,70,14,121,0,78,167,,0,0,30,8
Kasper Schmeichel,1008,0,0,105,0,0,0,0,0,58,34,,0,Leicester City,,,,,,,2,0,919,,0,135,0,0,0,0,0,0,117,0,0,0,32,0,0,3103,29.55,2,0,Goalkeeper,60,,0,335,,0,0,0,110,,0,,0,273,46,4
Morgan Schneiderlin,556,186,198,145,2,,6,3,27,0,0,252,0,Everton,26,93,,,717,836,1,242,,0,13,0,0,0.09,3,2,8,92,0,2,388,0,39,5,0,7917,54.6,0,0,Midfielder,0,932,2,0,26,109,28,69,0,76,467,,17,0,65,28
Kyle Scott,0,0,0,0,0,,0,0,0,0,0,0,0,Chelsea,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Jorge Segura,0,0,0,0,0,,0,0,0,0,0,0,0,Watford,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Matz Sels,0,0,0,0,0,0,0,0,0,0,0,,0,RSC Anderlecht,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,,0,0,,0,0,0,0,,0,,0,0,0,0
Xherdan Shaqiri,67,18,4,53,9,,16,4,25,0,0,6,0,Stoke City,24,338,,,264,184,0,45,,0,8,0,2,0.15,0,7,1,4,0,1,23,0,20,12,0,1408,26.57,0,0,Midfielder,0,226,0,0,28,98,27,81,0,59,39,,34,0,19,5
Luke Shaw,101,127,164,92,3,,6,0,14,0,24,313,0,Manchester United,22,301,,,407,523,0,69,,0,0,82,0,0,0,0,0,147,0,1,117,3,25,2,0,3311,35.99,0,0,Defender,0,401,1,0,,0,0,104,0,83,167,,6,0,34,9
Ryan Shawcross,774,421,754,293,8,,3,0,24,0,80,2568,7,Stoke City,23,43,,,894,1395,5,300,,0,13,372,0,0,7,1,5,"1,113",0,6,401,17,117,37,5,7080,24.16,0,0,Defender,0,741,5,0,,0,0,44,0,69,435,,0,0,92,56
Ben Sheaf,0,0,0,0,0,,0,0,0,0,0,0,0,Arsenal,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Jonjo Shelvey,585,67,57,143,17,,17,15,69,0,0,99,0,Newcastle United,22,380,,,410,359,3,119,,0,12,0,0,0.08,0,2,10,31,0,8,140,0,55,11,0,5743,40.16,0,2,Midfielder,0,686,3,0,32,261,83,86,0,77,169,,38,0,56,26
Oliver Shenton,0,0,0,1,0,,0,0,0,0,0,0,0,Stoke City,0,0,,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Sheyi Ojo,,0,0,8,3,,2,0,3,0,0,1,0,Fulham,,19,,,,,0,3,,0,0,0,0,8,0,0,0,0,0,0,2,0,2,0,0,140,17.5,0,0,Forward,0,,0,0,20,5,1,0,0,,9,,0,0,3,0
Steve Sidwell,471,210,187,200,14,,3,8,57,0,0,342,0,Brighton and Hove Albion,23,77,,,977,981,2,338,,0,21,0,0,0.1,5,3,13,115,0,6,352,0,68,23,0,5972,29.86,0,1,Midfielder,0,625,2,0,24,263,63,58,0,76,561,,11,0,84,32
David Silva,349,121,76,225,68,,82,41,143,0,0,88,0,Manchester City,28,788,,,1075,907,0,187,,0,39,0,0,0.17,1,32,5,17,0,14,173,0,41,28,0,13291,59.07,0,0,Midfielder,0,1107,0,0,32,407,129,267,0,73,296,,266,0,145,25
Jack Simpson,0,0,0,0,0,,0,0,0,0,0,0,0,AFC Bournemouth,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Jerome Sinclair,,0,0,7,0,,0,0,0,0,0,1,0,Watford,,0,,,,,0,4,,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,30,4.29,0,0,Forward,0,,0,0,100,1,1,0,0,,1,,0,0,0,0
Moussa Sissoko,154,273,174,148,19,,27,12,43,0,0,99,0,Tottenham Hotspur,24,391,,,1078,778,1,189,,0,11,0,0,0.07,1,0,10,57,0,2,113,0,60,18,0,5090,34.39,0,0,Midfielder,0,759,2,0,31,172,54,295,0,83,187,,55,0,60,23
Jiri Skalak,0,0,0,0,0,,0,0,0,0,0,0,0,Brighton and Hove Albion,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Islam Slimani,,0,0,27,4,,2,9,5,0,0,3,0,Leicester City,,3,,,,,0,27,,0,7,0,0,0.26,5,0,2,2,0,2,3,0,12,11,0,454,16.81,0,1,Forward,0,,0,0,38,39,15,0,0,,13,,0,0,10,1
Chris Smalling,423,215,435,166,2,,3,0,27,0,51,1022,0,Manchester United,35,63,,,460,777,3,146,,0,7,150,0,0,6,0,1,524,0,2,271,8,41,10,3,6001,36.15,0,0,Defender,0,677,1,0,,0,0,55,0,71,213,,6,0,92,13
Adam Smith,75,86,58,73,5,,9,0,14,0,14,128,0,AFC Bournemouth,22,119,,,343,437,0,84,,0,3,104,0,0,0,2,1,56,0,2,104,0,32,5,1,2519,34.51,0,0,Defender,0,313,0,0,,0,0,88,0,76,165,,3,0,23,12
Robert Snodgrass,94,209,117,103,13,,24,12,59,0,0,76,0,Aston Villa,25,785,,,825,618,0,143,,0,19,0,6,0.18,2,16,1,20,0,6,92,0,50,20,0,3241,31.47,0,2,Midfielder,0,387,0,0,36,199,71,102,0,78,192,,24,0,25,16
Dominic Solanke,,0,0,3,0,,0,1,0,0,0,2,0,Liverpool,,0,,,,,0,1,,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,25,8.33,0,0,Forward,0,,0,0,33,3,1,0,0,,2,,0,0,1,0
Solly March,4,8,2,5,1,,1,0,1,0,0,11,0,Brighton and Hove Albion,28,18,,,33,25,0,7,,0,1,0,0,0.2,1,0,0,3,0,0,3,0,3,1,0,138,27.6,0,0,Midfielder,0,29,0,0,43,7,3,8,0,60,10,,0,0,1,1
Son Heung-Min,22,40,18,67,7,,6,8,35,0,0,13,0,Tottenham Hotspur,19,80,,,298,178,0,23,,0,18,0,0,0.27,0,7,11,6,0,5,19,0,10,34,0,1338,19.97,0,0,Midfielder,0,154,0,0,40,126,50,67,0,76,49,,3,0,41,2
Pape Souaré,94,38,38,46,1,,7,0,3,0,8,147,0,Crystal Palace,18,185,,,132,152,0,32,,0,0,57,0,0,0,0,0,39,0,0,105,0,22,1,1,1476,32.09,0,0,Defender,0,235,1,0,,0,0,21,0,74,50,,0,0,16,7
Harry Souttar,0,0,0,0,0,,0,0,0,0,0,0,0,Stoke City,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Julian Speroni,524,0,0,81,0,0,0,0,0,40,18,,0,Crystal Palace,,,,,,,4,0,699,,0,101,0,0,0,0,0,0,143,0,0,0,42,0,0,1645,20.31,2,0,Goalkeeper,18,,0,216,,0,0,0,121,,0,,0,146,24,1
Raphael Spiegel,0,0,0,0,0,0,0,0,0,0,0,,0,West Ham,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,,0,0,,0,0,0,0,,0,,0,0,0,0
Junior Stanislas,55,87,35,83,9,,12,3,47,0,0,45,0,AFC Bournemouth,17,271,,,332,208,0,38,,0,16,0,0,0.19,1,2,13,11,0,8,60,0,39,17,0,2026,24.41,0,2,Midfielder,0,293,0,0,34,150,51,56,0,68,85,,24,0,22,5
Jon Gorenc Stankovic,0,0,0,0,0,,0,0,0,0,0,0,0,Huddersfield Town,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Maarten Stekelenburg,356,0,0,55,0,0,0,0,0,19,10,,0,Everton,,,,,,,6,0,464,,0,86,0,0,0,0,0,0,60,0,0,0,28,0,1,1241,22.56,2,0,Goalkeeper,28,,0,152,,0,0,0,24,,0,,0,208,14,2
Dale Stephens,25,6,3,5,0,,0,0,2,0,0,6,0,Brighton and Hove Albion,0,0,,,31,19,0,11,,0,0,0,0,5,0,0,0,2,0,1,5,0,3,0,0,250,50,0,0,Midfielder,0,29,0,0,4,4,0,3,0,75,12,,0,0,1,0
Raheem Sterling,,0,0,163,22,,28,33,85,0,0,37,0,Manchester City,,356,,,,,0,193,,0,34,0,0,0.21,1,8,25,11,0,9,85,0,40,52,0,4790,29.39,0,1,Forward,0,,1,0,39,293,113,0,0,,178,,0,0,87,18
Jamie Sterry,0,0,0,1,0,,0,0,0,0,0,0,0,Newcastle United,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,1,0
Steve Cook,353,141,282,78,0,,2,0,12,0,17,665,2,AFC Bournemouth,14,14,,,220,412,3,35,,0,6,138,0,0,3,0,3,407,0,0,167,0,36,2,1,3500,44.87,0,0,Defender,0,404,0,0,,0,0,22,0,64,83,,2,0,23,12
Kevin Stewart,20,5,8,11,0,,0,0,2,0,0,15,0,Hull City,1,1,,,29,47,0,10,,0,0,0,0,11,0,0,0,6,0,0,15,0,1,0,0,470,42.73,0,0,Midfielder,0,40,0,0,5,5,0,4,0,74,19,,0,0,7,1
John Stones,383,110,197,109,0,,5,0,6,0,28,476,3,Manchester City,27,15,,,219,463,7,30,,0,1,119,0,0,1,0,0,263,0,1,154,4,31,1,0,5149,47.24,0,0,Defender,0,478,0,0,,0,0,81,0,77,135,,2,0,48,6
Stuart Taylor,78,0,0,34,0,0,0,0,0,10,0,,0,Southampton,,,,,,,1,0,139,,0,25,0,0,0,0,0,0,10,0,0,0,11,0,0,198,5.82,1,0,Goalkeeper,8,,0,42,,0,0,0,2,,0,,0,24,12,1
Daniel Sturridge,,0,0,188,19,,21,56,90,0,0,26,0,Liverpool,,162,,,,,0,55,,0,73,0,0,0.39,14,44,14,10,0,18,44,0,48,74,0,3317,17.64,0,2,Forward,0,,1,0,41,509,207,0,0,,33,,0,0,93,8
Andrew Surman,382,113,85,100,4,,0,4,27,0,0,140,0,AFC Bournemouth,27,124,,,345,284,0,64,,0,5,0,0,0.05,1,2,2,64,0,2,184,0,50,1,0,5048,50.48,0,0,Midfielder,0,484,1,0,20,81,16,40,0,65,113,,24,0,25,6
Sam Surridge,,0,0,0,0,,0,0,0,0,0,0,0,Yeovil Town,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
Markus Suttner,14,5,2,5,0,,0,0,1,0,1,12,0,Brighton and Hove Albion,9,11,,,12,10,0,2,,0,0,7,0,0,0,0,0,7,0,0,3,0,3,0,0,168,33.6,0,0,Defender,0,23,0,0,,0,0,0,0,63,8,,0,0,1,0
Ryan Sweeney,0,0,0,0,0,,0,0,0,0,0,0,0,Bristol Rovers,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Wojciech Szczesny,634,0,0,132,0,0,0,0,0,100,48,,0,Juventus,,,,,,,11,8,992,,0,154,0,0,0,0,0,0,167,0,0,0,29,0,0,2434,18.44,4,0,Goalkeeper,79,,0,355,,0,0,0,178,,0,,0,801,71,7
Dusan Tadic,68,63,22,103,24,,29,14,59,0,0,37,0,Southampton,24,634,,,470,321,0,91,,0,15,0,0,0.15,0,13,2,6,0,5,62,0,36,32,0,2957,28.71,0,4,Midfielder,0,346,0,0,34,179,61,93,0,70,103,,35,0,43,9
Matt Targett,62,19,28,25,1,,0,0,2,0,7,50,0,Southampton,23,74,,,59,91,1,6,,0,0,17,0,0,0,0,0,16,0,0,38,0,6,1,0,712,28.48,0,0,Defender,0,98,0,0,,0,0,9,0,81,36,,2,0,11,1
James Tarkowski,37,27,53,24,0,,0,0,2,0,2,93,0,Burnley,33,3,,,62,95,0,17,,0,0,16,0,0,0,0,0,61,0,0,17,0,9,2,0,400,16.67,0,0,Defender,0,42,0,0,,0,0,3,0,73,26,,0,0,10,1
James Tilley,,0,0,0,0,,0,0,0,0,0,0,0,Brighton and Hove Albion,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
James Tomkins,509,288,559,191,5,,6,0,21,0,38,1539,3,Crystal Palace,35,48,,,544,1029,4,118,,0,7,248,0,0,4,1,2,683,0,4,332,15,88,4,0,5590,29.27,0,0,Defender,0,680,2,0,,0,0,16,0,74,341,,3,0,61,27
Fikayo Tomori,1,1,0,1,0,,0,0,0,0,0,3,0,Hull City,0,0,,,1,1,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13,13,0,0,Defender,0,2,0,0,,0,0,0,0,1,1,,0,0,0,0
Tosin Adarabioyo,0,0,0,0,0,,0,0,0,0,0,0,0,Manchester City,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Richard Towell,,0,0,0,0,,0,0,0,0,0,0,0,Brighton,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
Andros Townsend,40,35,5,116,9,,20,4,71,0,0,39,0,Crystal Palace,22,530,,,586,567,1,48,,0,12,0,1,0.1,0,9,3,9,0,3,87,0,51,5,0,2348,20.24,0,1,Midfielder,0,439,0,0,32,205,66,248,0,81,201,,6,0,45,10
Kieran Trippier,256,69,94,60,11,,16,0,7,0,15,186,1,Tottenham Hotspur,26,422,,,218,292,0,30,,0,1,63,0,0,0,0,1,108,0,0,100,0,22,3,0,2525,42.08,0,0,Defender,0,336,0,0,,0,0,32,0,79,107,,2,0,23,4
Nathan Trott,0,0,0,0,0,0,0,0,0,0,0,,0,West Ham United,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,,0,0,,0,0,0,0,,0,,0,0,0,0
Axel Tuanzebe,2,5,2,4,0,,0,0,1,0,1,8,0,Manchester United,0,0,,,17,16,0,6,,0,0,4,0,0,0,0,0,6,0,0,7,0,2,0,0,143,35.75,0,0,Defender,0,13,0,0,,0,0,1,0,56,9,,0,0,1,0
Josh Tymon,3,5,4,5,0,,0,0,0,0,0,17,0,Stoke City,14,7,,,21,16,1,4,,0,0,8,0,0,0,0,0,6,0,0,5,0,2,0,0,135,27,0,0,Defender,0,18,0,0,,0,0,3,0,75,8,,0,0,1,1
Leonardo Ulloa,,0,0,82,5,,6,17,14,0,0,67,0,Leicester City,,33,,,,,0,107,,0,18,0,0,0.22,6,2,9,48,0,2,25,0,28,22,0,1531,18.67,0,3,Forward,0,,0,0,35,93,33,0,0,,89,,0,0,32,3
Fredrik Ulvestad,2,0,0,2,0,,0,0,0,0,0,0,0,Burnley,1,1,,,2,2,0,1,,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,32,16,0,0,Midfielder,0,4,0,0,0,0,0,1,0,1,1,,0,0,1,1
Patrick van Aanholt,157,55,37,101,9,,10,0,24,0,16,264,4,Crystal Palace,24,210,,,352,428,2,59,,0,9,160,0,0,0,8,1,96,0,4,202,2,51,13,1,3209,31.77,0,0,Defender,0,589,0,0,,0,0,122,0,77,220,,4,0,25,10
Mike van der Hoorn,49,21,29,10,0,,0,0,0,0,1,64,0,Swansea City,0,0,,,43,50,0,14,,0,1,20,0,0,1,0,0,40,0,0,18,1,6,0,0,399,39.9,0,0,Defender,0,64,0,0,,0,0,0,0,92,12,,0,0,2,2
Virgil van Dijk,216,92,262,56,0,,4,0,9,0,17,403,1,Southampton,50,2,,,163,409,0,46,,0,4,59,0,0,2,2,0,238,0,7,150,1,18,2,0,2368,42.29,0,0,Defender,0,272,1,0,,0,0,24,0,76,98,,1,0,25,5
Rajiv van La Parra,1,2,0,5,0,,0,0,2,0,0,0,0,Huddersfield Town,20,10,,,30,12,0,6,,0,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,66,13.2,0,0,Midfielder,0,18,0,0,2,2,0,0,0,100,1,,0,0,2,0
Jamie Vardy,,0,0,110,19,,26,37,43,0,0,25,0,Leicester City,,165,,,,,0,110,,0,46,0,0,0.42,4,9,33,12,0,8,50,0,40,84,0,1674,15.22,0,7,Forward,0,,2,0,48,224,107,0,0,,84,,0,0,44,12
Thibaud Verlinden,0,0,0,0,0,,0,0,0,0,0,0,0,Stoke City,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Jan Vertonghen,571,179,371,156,3,,4,0,30,0,51,1051,0,Tottenham Hotspur,19,108,,,424,859,7,97,,0,4,163,0,0,1,2,1,524,0,3,320,5,33,5,2,7993,51.24,0,0,Defender,0,871,0,0,,0,0,102,0,81,285,,10,0,87,28
Nikola Vlasic,,0,0,1,0,,0,0,0,0,0,0,0,Everton,,1,,,,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,8,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
Sam Vokes,,0,0,68,3,,2,3,16,0,0,43,0,Burnley,,8,,,,,0,38,,0,12,0,0,0.18,3,1,8,36,0,0,7,0,35,29,0,895,13.16,0,2,Forward,0,,0,0,36,91,33,0,0,,16,,0,0,17,1
Michel Vorm,480,0,0,99,0,0,0,0,0,48,31,,0,Tottenham Hotspur,,,,,,,7,2,862,,0,127,0,0,0,0,0,0,130,0,0,0,37,0,0,2235,22.58,3,0,Goalkeeper,46,,1,309,,0,0,0,26,,0,,0,558,32,5
Molla Wagué,0,0,0,0,0,,0,0,0,0,0,0,0,Watford,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Theo Walcott,,0,0,266,43,,46,62,114,0,0,63,0,Arsenal,,809,,,,,0,76,,0,65,0,0,0.24,2,11,52,21,0,17,111,0,63,123,0,4240,15.94,0,0,Forward,0,,0,0,43,523,227,0,0,,146,,0,0,145,6
Kyle Walker,575,206,311,202,20,,18,0,37,0,61,676,2,Manchester City,19,585,,,840,1151,6,185,,0,5,207,0,0,0,0,5,277,0,2,407,4,39,13,1,9141,45.25,0,0,Defender,0,1114,1,0,,0,0,173,0,79,487,,24,0,110,35
Kyle Walker-Peters,0,3,1,1,0,,0,0,0,0,1,3,0,Tottenham Hotspur,20,5,,,7,6,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54,54,0,0,Defender,0,4,0,0,,0,0,1,0,50,2,,0,0,1,0
Jonathan Walters,,0,0,232,19,,22,38,59,0,0,241,0,Burnley,,376,,,,,0,220,,0,43,0,0,0.19,10,3,30,111,0,8,99,0,91,123,0,4865,20.97,0,11,Forward,0,,1,0,38,310,118,0,0,,155,,0,0,77,26
Christian Walton,0,0,0,0,0,0,0,0,0,0,0,,0,Wigan Athletic,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,,0,0,,0,0,0,0,,0,,0,0,0,0
Victor Wanyama,346,236,252,123,3,,5,4,27,0,0,232,0,Tottenham Hotspur,8,37,,,759,847,3,232,,0,8,0,0,0.07,3,0,5,116,0,1,201,0,32,1,0,6005,48.82,0,0,Midfielder,0,868,3,0,24,119,29,130,0,77,345,,5,0,64,31
Stephen Ward,269,154,183,145,4,,4,0,19,0,19,506,2,Burnley,20,377,,,460,603,1,96,,0,6,219,0,0,0,6,0,185,0,3,208,3,72,20,0,4836,33.35,0,0,Defender,0,514,1,0,,0,0,61,0,72,241,,9,0,39,14
James Ward-Prowse,168,139,64,142,16,,17,8,40,0,0,111,0,Southampton,29,543,,,444,253,0,94,,0,7,0,1,0.05,0,2,5,55,0,2,93,0,49,2,0,3769,26.54,0,2,Midfielder,0,448,1,0,33,132,44,25,0,77,108,,15,0,56,12
Ben Watson,463,62,82,138,2,,10,4,21,0,0,176,0,Watford,29,379,,,414,371,0,121,,0,12,0,1,0.09,0,2,10,32,0,6,249,0,66,1,0,4855,35.18,0,4,Midfielder,0,549,1,0,35,99,35,28,0,76,210,,17,0,36,13
Danny Welbeck,,0,0,175,18,,22,43,91,0,0,98,0,Arsenal,,35,,,,,0,104,,0,39,0,0,0.22,11,9,19,53,0,7,142,0,42,33,0,3426,19.58,0,0,Forward,0,,0,0,39,339,131,0,0,,207,,0,0,99,13
Nahki Wells,,0,0,0,0,,0,0,0,0,0,0,0,Burnley,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
Ashley Westwood,503,75,48,136,11,,16,1,28,0,0,159,0,Burnley,33,406,,,367,333,1,118,,0,5,0,1,0.04,0,0,5,37,0,1,224,0,73,0,0,6069,44.62,0,0,Midfielder,0,726,0,0,24,94,23,18,0,74,210,,13,0,31,22
Glenn Whelan,925,155,230,277,12,,9,1,61,0,0,516,0,Aston Villa,31,411,,,963,982,0,268,,0,4,0,0,0.01,0,0,4,197,0,5,467,0,103,2,0,11241,40.58,0,0,Midfielder,0,1528,1,0,15,177,26,61,0,68,515,,29,0,96,44
Ben White,0,0,0,0,0,,0,0,0,0,0,0,0,Newport County,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Dean Whitehead,426,143,112,230,11,,4,5,25,0,0,449,0,Huddersfield Town,21,209,,,731,762,3,245,,0,7,0,0,0.03,1,1,2,125,0,0,391,0,109,7,0,6320,27.48,0,0,Midfielder,0,913,2,0,29,84,24,26,0,71,416,,10,0,61,50
Connor Wickham,,0,0,108,5,,4,11,55,0,0,107,0,Crystal Palace,,111,,,,,0,140,,0,18,0,0,0.17,4,5,9,61,0,6,52,0,54,25,0,1946,18.02,0,1,Forward,0,,0,0,31,181,56,0,0,,92,,0,0,26,11
Georginio Wijnaldum,100,88,67,78,14,,12,8,32,0,0,49,0,Liverpool,23,48,,,342,327,2,38,,0,17,0,0,0.22,6,1,10,31,0,1,55,0,25,8,0,3007,38.55,0,1,Midfielder,0,447,0,0,42,119,50,88,0,72,87,,6,0,33,3
Wilfred Ndidi,33,85,72,22,1,,1,1,9,0,0,68,0,Leicester City,4,4,,,179,192,0,32,,0,2,0,0,0.09,0,0,2,36,0,0,42,0,11,1,0,887,40.32,0,0,Midfielder,0,145,0,0,18,33,6,19,0,59,88,,1,0,8,1
